Ad,Açıklama,Satış Fiyatı,Alış Fiyatı,Barkod Listesi,Marka,Kategoriler,Etiketler,Metadata Başlık,Slug,Stok,Tip,Desi,Tedarikçi,Satış Kanalı,Varyant Aktiflik
G-Ceram Glass Ceramic Block - 8 x 12 x 15mm - C1,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,GB12C1,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",G-Ceram Glass Ceramic Block - 8 x 12 x 15mm - C1,gb12c1,100,PHYSICAL,,,,
G-Ceram Glass Ceramic Block - 8 x 12 x 15mm - C2,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,GB12C2,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",G-Ceram Glass Ceramic Block - 8 x 12 x 15mm - C2,gb12c2,100,PHYSICAL,,,,
G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - A1,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,GB14A1,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - A1,gb14a1,100,PHYSICAL,,,,
G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - A2,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,GB14A2,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - A2,gb14a2,100,PHYSICAL,,,,
G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - A3,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,GB14A3,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - A3,gb14a3,100,PHYSICAL,,,,
"G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - A3,5","G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,"GB14A3,5",G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar","G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - A3,5","gb14a3,5",100,PHYSICAL,,,,
G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - A4,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,GB14A4,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - A4,gb14a4,100,PHYSICAL,,,,
G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - B0,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,GB14B0,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - B0,gb14b0,100,PHYSICAL,,,,
G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - B1,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,GB14B1,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - B1,gb14b1,100,PHYSICAL,,,,
G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - B4,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,GB14B4,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - B4,gb14b4,100,PHYSICAL,,,,
G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - C1,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,GB14C1,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - C1,gb14c1,100,PHYSICAL,,,,
G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - C2,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,GB14C2,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - C2,gb14c2,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A0 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0100A0,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A0 - 50g,pt0100a0,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A0 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0200A0,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A0 - 120g,pt0200a0,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A0 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0300A0,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A0 - 200g,pt0300a0,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A0 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0400A0,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A0 - 500g,pt0400a0,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A1 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0100A1,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A1 - 50g,pt0100a1,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A1 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0200A1,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A1 - 120g,pt0200a1,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A1 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0300A1,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A1 - 200g,pt0300a1,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A1 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0400A1,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A1 - 500g,pt0400a1,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A2 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0100A2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A2 - 50g,pt0100a2,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A2 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0200A2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A2 - 120g,pt0200a2,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A2 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0300A2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A2 - 200g,pt0300a2,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A2 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0400A2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A2 - 500g,pt0400a2,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A3 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0100A3,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A3 - 50g,pt0100a3,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A3 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0200A3,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A3 - 120g,pt0200a3,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A3 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0300A3,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A3 - 200g,pt0300a3,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A3 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0400A3,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A3 - 500g,pt0400a3,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A3.5 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0100A3.5,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A3.5 - 50g,pt0100a3.5,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A3.5 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0200A3.5,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A3.5 - 120g,pt0200a3.5,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A3.5 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0300A3.5,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A3.5 - 200g,pt0300a3.5,100,PHYSICAL,,,,
G-Ceram MF Opaque Powder - A3.5 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,PT0400A3.5,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",G-Ceram MF Opaque Powder - A3.5 - 500g,pt0400a3.5,100,PHYSICAL,,,,
