Sku,Ad,Açıklama,Kategoriler,Marka,Satış Fiyatı,Stok,Etiketler,Varyantlar
"GB14A3,5","G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - A3,5","G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",Labside > CAD/CAM Materials,G-Ceram,,100,"glass-ceramic,cad-cam,dental,block,feldspar","Boyut:8 x 14 x 15mm|Renk:A3,5"
GB14A4,G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - A4,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",Labside > CAD/CAM Materials,G-Ceram,,100,"glass-ceramic,cad-cam,dental,block,feldspar",Boyut:8 x 14 x 15mm|Renk:A4
GB14B0,G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - B0,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",Labside > CAD/CAM Materials,G-Ceram,,100,"glass-ceramic,cad-cam,dental,block,feldspar",Boyut:8 x 14 x 15mm|Renk:B0
GB14B1,G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - B1,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",Labside > CAD/CAM Materials,G-Ceram,,100,"glass-ceramic,cad-cam,dental,block,feldspar",Boyut:8 x 14 x 15mm|Renk:B1
GB14B4,G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - B4,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",Labside > CAD/CAM Materials,G-Ceram,,100,"glass-ceramic,cad-cam,dental,block,feldspar",Boyut:8 x 14 x 15mm|Renk:B4
GB14C1,G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - C1,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",Labside > CAD/CAM Materials,G-Ceram,,100,"glass-ceramic,cad-cam,dental,block,feldspar",Boyut:8 x 14 x 15mm|Renk:C1
GB14C2,G-Ceram Glass Ceramic Block - 8 x 14 x 15mm - C2,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",Labside > CAD/CAM Materials,G-Ceram,,100,"glass-ceramic,cad-cam,dental,block,feldspar",Boyut:8 x 14 x 15mm|Renk:C2
PT0100A0,G-Ceram MF Opaque Powder - A0 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:50g|Renk:A0
PT0200A0,G-Ceram MF Opaque Powder - A0 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:120g|Renk:A0
PT0300A0,G-Ceram MF Opaque Powder - A0 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:200g|Renk:A0
PT0400A0,G-Ceram MF Opaque Powder - A0 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:500g|Renk:A0
PT0100A1,G-Ceram MF Opaque Powder - A1 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:50g|Renk:A1
PT0200A1,G-Ceram MF Opaque Powder - A1 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:120g|Renk:A1
PT0300A1,G-Ceram MF Opaque Powder - A1 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:200g|Renk:A1
PT0400A1,G-Ceram MF Opaque Powder - A1 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:500g|Renk:A1
PT0100A2,G-Ceram MF Opaque Powder - A2 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:50g|Renk:A2
PT0200A2,G-Ceram MF Opaque Powder - A2 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:120g|Renk:A2
PT0300A2,G-Ceram MF Opaque Powder - A2 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:200g|Renk:A2
PT0400A2,G-Ceram MF Opaque Powder - A2 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:500g|Renk:A2
PT0100A3,G-Ceram MF Opaque Powder - A3 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:50g|Renk:A3
PT0200A3,G-Ceram MF Opaque Powder - A3 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:120g|Renk:A3
PT0300A3,G-Ceram MF Opaque Powder - A3 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:200g|Renk:A3
PT0400A3,G-Ceram MF Opaque Powder - A3 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:500g|Renk:A3
PT0100A3.5,G-Ceram MF Opaque Powder - A3.5 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:50g|Renk:A3.5
PT0200A3.5,G-Ceram MF Opaque Powder - A3.5 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:120g|Renk:A3.5
PT0300A3.5,G-Ceram MF Opaque Powder - A3.5 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:200g|Renk:A3.5
PT0400A3.5,G-Ceram MF Opaque Powder - A3.5 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:500g|Renk:A3.5
PT0100A4,G-Ceram MF Opaque Powder - A4 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:50g|Renk:A4
PT0200A4,G-Ceram MF Opaque Powder - A4 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:120g|Renk:A4
PT0300A4,G-Ceram MF Opaque Powder - A4 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:200g|Renk:A4
PT0400A4,G-Ceram MF Opaque Powder - A4 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:500g|Renk:A4
PT0100B1,G-Ceram MF Opaque Powder - B1 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:50g|Renk:B1
PT0200B1,G-Ceram MF Opaque Powder - B1 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:120g|Renk:B1
PT0300B1,G-Ceram MF Opaque Powder - B1 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,G-Ceram,,100,"porcelain,powder,metal-ceramic,dental",Boyut:200g|Renk:B1
